"cid","age","job","marital","education","default","balance","housing","loan"
"C22143",32,"technician","single","3","no",0,"no","no"
"C22150",33,"management","married","3","no",150,"no","no"
"C22152",38,"management","married","3","no",3995,"no","no"
"C22154",53,"technician","married","2","no",144,"no","no"
"C22156",33,"technician","married","3","no",15,"no","no"
"C22158",31,"management","single","3","no",0,"no","no"
"C22160",31,"unemployed","single","2","no",2066,"no","yes"
"C22165",34,"management","married","3","no",0,"no","no"
"C22166",60,"retired","married","2","no",404,"no","no"
"C22168",35,"technician","single","3","no",8,"no","no"
"C22172",57,"blue-collar","married","2","no",2887,"no","no"
"C22178",34,"management","divorced","3","no",0,"no","no"
"C22186",33,"management","single","3","no",20,"no","no"
"C22187",39,"technician","married","2","no",564,"no","no"
"C22188",50,"blue-collar","married","1","no",533,"no","no"
"C22199",34,"technician","married","3","no",5060,"yes","no"
"C22200",37,"management","married","2","no",31,"no","no"
"C22201",45,"blue-collar","married","2","no",1179,"no","no"
"C22202",31,"technician","single","3","no",26,"no","no"
"C22216",30,"services","single","3","no",-477,"no","yes"
"C22223",39,"management","married","3","no",1981,"no","no"
"C22224",35,"technician","married","2","no",905,"no","yes"
"C22225",40,"management","married","3","no",700,"yes","no"
"C22228",45,"management","married","3","no",-459,"no","no"
"C22238",45,"management","married","3","no",0,"no","no"
"C22239",34,"technician","single","2","no",202,"yes","no"
"C22243",34,"management","single","3","no",0,"no","no"
"C22247",30,"management","married","3","no",151,"no","no"
"C22249",37,"management","married","3","no",21,"no","no"
"C22250",43,"management","married","3","no",0,"no","no"
"C22252",37,"self-employed","married","2","no",744,"yes","yes"
"C22258",34,"technician","single","2","no",161,"no","no"
"C22259",49,"technician","divorced","2","no",57,"no","no"
"C22260",34,"management","single","3","no",197,"no","yes"
"C22265",51,"housemaid","married","3","no",990,"no","no"
"C22270",31,"management","married","3","no",351,"no","no"
"C22271",35,"management","single","3","no",0,"no","no"
"C22272",32,"management","single","3","no",154,"no","yes"
"C22273",37,"management","married","2","no",38,"no","no"
"C22278",33,"management","single","3","no",206,"no","no"
"C22280",53,"housemaid","married","1","no",70,"no","no"
"C22281",35,"","married","1","no",4144,"no","no"
"C22282",59,"blue-collar","married","1","no",0,"yes","yes"
"C22288",34,"management","married","2","no",355,"no","no"
"C22294",41,"management","married","2","no",0,"no","no"
"C22295",36,"technician","single","2","no",0,"no","no"
"C22298",33,"technician","single","3","no",255,"no","no"
"C22300",59,"housemaid","married","2","no",454,"no","no"
"C22301",30,"technician","single","2","no",13,"no","no"
"C22302",47,"blue-collar","married","1","no",0,"no","no"
"C22310",49,"blue-collar","married","1","no",1898,"no","no"
"C22313",52,"retired","married","2","no",0,"no","no"
"C22315",55,"management","married","3","no",0,"no","no"
"C22317",43,"technician","single","3","no",58,"no","no"
"C22319",32,"management","single","3","no",0,"no","no"
"C22320",44,"management","married","3","no",38,"no","no"
"C22321",41,"technician","married","2","no",1344,"no","no"
"C22328",47,"admin.","married","2","no",29,"no","yes"
"C22330",33,"technician","single","2","no",18,"no","no"
"C22333",34,"technician","single","2","no",229,"no","no"
"C22340",46,"technician","divorced","3","no",532,"no","no"
"C22346",46,"blue-collar","married","1","no",255,"no","no"
"C22347",42,"management","married","2","no",580,"no","no"
"C22354",47,"technician","married","2","no",147,"no","no"
"C22360",58,"management","divorced","3","no",0,"no","no"
"C22362",39,"management","single","3","no",139,"no","no"
"C22364",34,"technician","married","3","no",149,"no","no"
"C22371",35,"technician","divorced","2","no",308,"no","no"
"C22372",33,"technician","single","3","no",99,"no","no"
"C22375",38,"technician","single","2","no",0,"no","no"
"C22376",38,"management","married","3","no",546,"no","no"
"C22378",44,"technician","married","2","no",267,"no","no"
"C22382",30,"management","single","3","no",347,"no","no"
"C22384",30,"technician","single","3","no",1109,"no","no"
"C22390",55,"blue-collar","married","1","no",419,"no","no"
"C22395",34,"technician","married","2","yes",-172,"no","no"
"C22397",31,"management","single","3","no",10215,"no","no"
"C22398",57,"technician","married","2","no",20,"no","no"
"C22402",59,"management","divorced","2","no",0,"no","no"
"C22407",32,"technician","single","2","no",34,"no","no"
"C22408",30,"management","married","2","no",0,"no","no"
"C22410",53,"blue-collar","married","2","no",25,"no","no"
"C22413",32,"technician","single","3","no",388,"yes","no"
"C22414",46,"technician","divorced","2","no",447,"no","yes"
"C22422",55,"self-employed","married","2","no",100,"no","no"
"C22423",49,"technician","married","2","no",1982,"yes","yes"
"C22427",51,"management","married","3","no",0,"no","no"
"C22429",58,"blue-collar","married","2","no",371,"no","no"
"C22430",37,"management","single","3","no",767,"no","no"
"C22431",60,"blue-collar","married","1","no",864,"no","no"
"C22436",35,"technician","divorced","2","no",54,"no","no"
"C22439",57,"housemaid","married","2","no",0,"no","no"
"C22444",54,"housemaid","married","1","no",179,"no","no"
"C22448",57,"blue-collar","married","1","no",1075,"no","no"
"C22453",46,"management","single","3","no",0,"no","no"
"C22464",50,"housemaid","married","2","no",195,"no","no"
"C22467",50,"entrepreneur","married","2","no",7907,"yes","yes"
"C22470",49,"management","single","3","no",11,"no","no"
"C22478",33,"management","single","3","no",112,"no","no"
"C22480",49,"management","married","3","no",234,"no","no"
"C22484",58,"retired","married","1","no",701,"no","no"
"C22485",43,"management","married","3","no",1,"no","no"
"C22486",31,"management","divorced","3","no",-6,"no","yes"
"C22487",30,"technician","married","3","no",296,"no","no"
"C22489",47,"housemaid","divorced","2","no",26,"no","no"
"C22490",31,"management","single","2","no",2,"no","no"
"C22494",46,"management","married","3","no",144,"no","no"
"C22495",30,"management","married","3","no",696,"no","no"
"C22496",54,"blue-collar","married","1","no",2110,"yes","no"
"C22497",49,"admin.","married","2","no",682,"no","no"
"C22499",38,"self-employed","married","3","no",656,"yes","no"
"C22502",36,"technician","married","3","no",508,"no","no"
"C22507",50,"technician","married","2","no",0,"no","no"
"C22508",59,"housemaid","married","1","no",57,"no","no"
"C22521",32,"technician","single","3","no",195,"yes","no"
"C22523",30,"technician","single","2","no",3,"no","no"
"C22527",57,"retired","married","1","no",318,"no","no"
"C22529",40,"technician","married","3","no",1207,"no","no"
"C22531",49,"technician","married","3","no",2950,"yes","no"
"C22538",32,"management","single","3","no",0,"no","no"
"C22542",31,"technician","single","2","no",354,"no","yes"
"C22547",32,"technician","married","3","no",0,"no","no"
"C22548",32,"management","married","3","no",263,"no","no"
"C22550",35,"technician","married","2","no",712,"yes","yes"
"C22558",32,"technician","married","3","no",43,"no","no"
"C22563",41,"technician","married","2","no",65,"no","no"
"C22565",45,"technician","married","3","no",12766,"no","no"
"C22566",31,"technician","single","3","no",336,"no","no"
"C22570",31,"housemaid","single","3","no",0,"no","no"
"C22571",36,"technician","married","2","no",287,"no","no"
"C22580",30,"self-employed","married","3","no",-517,"yes","yes"
"C22583",30,"services","married","2","no",475,"no","no"
"C22587",34,"technician","married","3","no",23,"no","no"
"C22588",35,"management","married","3","no",94,"no","no"
"C22590",54,"management","divorced","2","no",2762,"no","no"
"C22592",45,"services","married","2","no",1064,"no","no"
"C22596",46,"housemaid","married","1","no",304,"no","no"
"C22597",55,"blue-collar","married","2","no",176,"no","yes"
"C22599",51,"technician","married","2","no",130,"no","no"
"C22604",51,"management","married","3","no",79,"no","yes"
"C22605",33,"management","single","3","no",349,"no","no"
"C22608",49,"blue-collar","married","1","no",397,"no","no"
"C22611",37,"housemaid","married","1","no",655,"yes","no"
"C22614",53,"housemaid","married","","no",0,"no","no"
"C22615",44,"self-employed","married","2","no",465,"no","no"
"C22620",30,"management","divorced","3","no",0,"no","no"
"C22621",33,"technician","married","3","no",29,"no","no"
"C22624",33,"management","single","2","no",15,"no","no"
"C22627",44,"housemaid","married","1","no",41,"no","no"
"C22629",40,"management","married","2","no",830,"no","no"
"C22630",59,"blue-collar","married","1","no",63,"no","no"
"C22634",33,"","married","3","no",8971,"no","no"
"C22638",58,"services","married","2","no",818,"no","no"
"C22646",50,"services","married","2","no",26394,"no","no"
"C22647",31,"technician","married","3","no",1385,"no","no"
"C22650",46,"technician","married","2","no",520,"no","no"
"C22657",58,"technician","married","3","no",0,"no","no"
"C22661",53,"","married","","no",0,"no","no"
"C22662",51,"technician","married","3","no",-3,"no","no"
"C22664",48,"management","divorced","3","no",0,"no","no"
"C22668",33,"technician","single","3","no",137,"no","no"
"C22673",52,"management","married","3","no",967,"no","no"
"C22674",35,"technician","single","3","no",275,"yes","no"
"C22675",34,"technician","married","2","no",47,"no","no"
"C22677",32,"technician","married","2","yes",4,"yes","yes"
"C22678",36,"management","married","3","no",3874,"no","no"
"C22694",38,"management","divorced","3","no",2350,"no","no"
"C22697",56,"blue-collar","married","","no",3197,"no","no"
"C22701",38,"technician","divorced","2","no",631,"yes","no"
"C22704",46,"blue-collar","married","2","no",519,"yes","no"
"C22708",54,"housemaid","married","1","no",470,"no","no"
"C22711",43,"technician","married","2","no",246,"no","no"
"C22715",60,"retired","married","3","no",0,"no","no"
"C22718",34,"technician","married","2","no",545,"yes","no"
"C22721",39,"management","single","3","no",0,"no","no"
"C22722",33,"housemaid","married","1","no",2054,"no","no"
"C22724",47,"technician","married","2","no",1990,"yes","yes"
"C22726",33,"management","single","3","no",369,"no","no"
"C22728",54,"self-employed","married","2","no",745,"no","yes"
"C22731",59,"technician","married","2","no",283,"no","no"
"C22732",51,"housemaid","married","2","no",603,"no","no"
"C22733",40,"technician","married","2","no",214,"no","no"
"C22737",45,"self-employed","married","2","no",-124,"no","no"
"C22741",45,"technician","single","2","no",21,"yes","no"
"C22742",37,"technician","married","3","no",905,"yes","no"
"C22746",35,"management","divorced","3","no",29,"no","no"
"C22753",34,"technician","married","3","no",11126,"no","no"
"C22754",36,"technician","single","2","no",351,"no","no"
"C22755",49,"technician","married","2","no",626,"yes","no"
"C22756",54,"blue-collar","married","2","no",497,"yes","no"
"C22761",36,"technician","married","2","no",0,"no","no"
"C22763",36,"management","divorced","3","no",2397,"no","no"
"C22766",55,"management","single","3","no",43074,"yes","no"
"C22767",55,"management","divorced","3","no",407,"yes","yes"
"C22770",35,"technician","divorced","2","no",0,"no","no"
"C22775",33,"technician","single","3","no",49,"no","no"
"C22780",52,"","married","2","no",142,"no","no"
"C22783",42,"self-employed","married","3","no",1385,"no","no"
"C22790",31,"management","single","3","no",0,"no","no"
"C22792",30,"technician","married","3","no",3418,"no","no"
"C22797",51,"blue-collar","married","1","no",7134,"no","no"
"C22798",34,"management","married","3","no",8,"no","no"
"C22801",48,"management","married","3","no",190,"no","no"
"C22803",43,"technician","married","2","no",275,"no","no"
"C22807",46,"blue-collar","married","2","no",1272,"no","no"
"C22808",34,"housemaid","single","3","no",43,"no","no"
"C22813",35,"management","single","3","no",0,"no","no"
"C22816",48,"","married","","no",558,"no","no"
"C22822",49,"blue-collar","married","1","no",-117,"no","no"
"C22824",33,"entrepreneur","married","3","no",-886,"yes","yes"
"C22827",35,"technician","single","2","no",-816,"no","no"
"C22830",39,"self-employed","married","2","no",454,"yes","no"
"C22831",30,"management","married","3","no",4874,"yes","no"
"C22841",53,"technician","single","2","no",925,"no","no"
"C22846",33,"management","married","3","no",130,"no","no"
"C22850",40,"management","married","3","no",24450,"no","no"
"C22853",31,"management","married","3","no",29230,"no","no"
"C22854",48,"services","married","1","no",337,"no","no"
"C22855",33,"technician","single","2","no",79,"yes","no"
"C22864",56,"services","married","2","no",17,"no","yes"
"C22865",30,"technician","single","2","no",276,"no","yes"
"C22868",55,"blue-collar","married","1","no",2275,"no","no"
"C22869",31,"technician","single","3","no",244,"no","no"
"C22880",32,"management","single","3","no",3367,"no","no"
"C22885",46,"blue-collar","married","1","no",185,"no","no"
"C22886",31,"management","married","3","no",166,"no","no"
"C22888",52,"management","married","3","no",3163,"no","no"
"C22889",31,"technician","single","3","no",23,"no","no"
"C22895",49,"admin.","married","2","no",272,"no","yes"
"C22897",54,"management","married","3","no",1451,"no","no"
"C22898",54,"management","married","3","no",1331,"no","no"
"C22903",57,"housemaid","married","1","no",1303,"no","no"
"C22905",39,"technician","single","2","no",0,"no","no"
"C22913",38,"management","married","3","no",93,"yes","no"
"C22914",44,"blue-collar","married","2","no",268,"no","no"
"C22915",40,"entrepreneur","married","2","no",50,"no","no"
"C22916",44,"management","married","3","no",3674,"no","no"
"C22923",39,"technician","divorced","2","no",807,"yes","yes"
"C22925",34,"student","single","3","no",1322,"no","no"
"C22926",53,"blue-collar","married","2","no",392,"no","no"
"C22929",61,"management","married","3","no",7935,"no","no"
"C22934",33,"technician","single","2","no",0,"no","no"
"C22935",35,"technician","single","3","no",973,"no","no"
"C22936",37,"self-employed","married","2","no",111,"no","no"
